,widget_type,data.@type,data.image_url,data.image_count,data.title,data.has_chat,data.top_description_text,data.middle_description_text,data.bottom_description_text,data.red_text,data.action.type,data.action.payload.@type,data.action.payload.token,data.action.payload.web_info.title,data.action.payload.web_info.district_persian,data.action.payload.web_info.city_persian,data.action.payload.web_info.category_slug_persian,data.action.payload.vertical_info.@type,data.action.payload.vertical_info.vertical_type,data.action.fallback_link,data.action.page_pop_link,data.checkable,data.label,data.label_color,data.note,data.tags,data.standard_label_color,data.is_checked,data.has_divider,data.padded,data.token,action_log.server_side_info.info.@type,action_log.server_side_info.info.post_token,action_log.server_side_info.info.index,action_log.server_side_info.info.post_type,action_log.server_side_info.info.list_type,action_log.server_side_info.info.source_page,action_log.server_side_info.info.extra_data.@type,action_log.server_side_info.info.extra_data.jli.category.value,action_log.server_side_info.info.extra_data.jli.districts.vacancies,action_log.server_side_info.info.extra_data.jli.cities,action_log.server_side_info.info.extra_data.last_post_sort_date,action_log.server_side_info.info.extra_data.no_cat_page,action_log.server_side_info.item_type.type,action_log.enabled,data.image_top_left_tag.icon.image_url_dark,data.image_top_left_tag.icon.image_url_light,data.image_top_left_tag.icon.icon_name,data.image_top_left_tag.icon.icon_color,data.image_top_left_tag.text,data.image_top_left_tag.is_icon_left
10,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s100.divarcdn.com/static/thumbnails/1672325137/wYN2e4nT.webp', 'type': 'image/webp'}, {'src': 'https://s100.divarcdn.com/static/thumbnails/1672325137/wYN2e4nT.jpg', 'type': 'image/jpeg'}]",8,اپارتمان۱۳۵متر،۳خواب،چیتگر،ابسار،اردستانی,True,,"۱,۲۸۲,۵۰۰,۰۰۰ تومان",آژانس املاک در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYN2e4nT,اپارتمان۱۳۵متر،۳خواب،چیتگر،ابسار،اردستانی,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYN2e4nT,type.googleapis.com/action_log.PostItemInfo,wYN2e4nT,10,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۸,True
11,POST_ROW,type.googleapis.com/widgets.PostRowData,,0,آپارتمان ۶۷ متر دو خواب ۱۰ سال ساخت,True,,"۲,۲۵۰,۰۰۰,۰۰۰ تومان",دیروز در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYt2lzl6,آپارتمان ۶۷ متر دو خواب ۱۰ سال ساخت,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYt2lzl6,type.googleapis.com/action_log.PostItemInfo,wYt2lzl6,11,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,,,,,,
12,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s100.divarcdn.com/static/thumbnails/1672317194/wYUaH9aY.webp', 'type': 'image/webp'}, {'src': 'https://s100.divarcdn.com/static/thumbnails/1672317194/wYUaH9aY.jpg', 'type': 'image/jpeg'}]",7,آپارتمان ,False,,"۴,۵۱۴,۰۰۰,۰۰۰ تومان",آژانس املاک در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYUaH9aY,آپارتمان ,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYUaH9aY,type.googleapis.com/action_log.PostItemInfo,wYUaH9aY,12,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۷,True
13,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s100.divarcdn.com/static/thumbnails/1672316544/wYROeRJ2.webp', 'type': 'image/webp'}, {'src': 'https://s100.divarcdn.com/static/thumbnails/1672316544/wYROeRJ2.jpg', 'type': 'image/jpeg'}]",7,پشت ایرانمال / طراحی داخلی فول /متراژ ۱۰۰ /ویو کوه,False,,"۱,۲۵۰,۰۰۰,۰۰۰ تومان",آژانس املاک در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYROeRJ2,پشت ایرانمال / طراحی داخلی فول /متراژ ۱۰۰ /ویو کوه,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYROeRJ2,type.googleapis.com/action_log.PostItemInfo,wYROeRJ2,13,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۷,True
14,POST_ROW,type.googleapis.com/widgets.PostRowData,,0,۵۰متر/خوش نقشه/خ موسوی,False,,"۱,۵۳۰,۰۰۰,۰۰۰ تومان",مشاور املاک در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYguR0p5,۵۰متر/خوش نقشه/خ موسوی,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYguR0p5,type.googleapis.com/action_log.PostItemInfo,wYguR0p5,14,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,,,,,,
15,POST_ROW,type.googleapis.com/widgets.PostRowData,,0,54متر/تک واحدی/با امکانات/کلیدنخورده/گلبرگ غربی,True,,"۲,۵۰۰,۰۰۰,۰۰۰ تومان",آژانس املاک در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYtqDvcT,54متر/تک واحدی/با امکانات/کلیدنخورده/گلبرگ غربی,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYtqDvcT,type.googleapis.com/action_log.PostItemInfo,wYtqDvcT,15,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,,,,,,
16,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s100.divarcdn.com/static/thumbnails/1672304359/wYsewEFK.webp', 'type': 'image/webp'}, {'src': 'https://s100.divarcdn.com/static/thumbnails/1672304359/wYsewEFK.jpg', 'type': 'image/jpeg'}]",6,۶۹م/مدرن/فول امکانات,False,,"۲,۷۵۰,۰۰۰,۰۰۰ تومان",آژانس املاک در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYsewEFK,۶۹م/مدرن/فول امکانات,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYsewEFK,type.googleapis.com/action_log.PostItemInfo,wYsewEFK,16,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۶,True
17,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s100.divarcdn.com/static/thumbnails/1672250177/wYsGlyaf.webp', 'type': 'image/webp'}, {'src': 'https://s100.divarcdn.com/static/thumbnails/1672250177/wYsGlyaf.jpg', 'type': 'image/jpeg'}]",6,آپارتمان ۱۱۷متری/دو خواب/کوهک/چیتگر/نوساز,True,,"۵,۵۰۰,۰۰۰,۰۰۰ تومان",آژانس املاک در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYsGlyaf,آپارتمان ۱۱۷متری/دو خواب/کوهک/چیتگر/نوساز,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYsGlyaf,type.googleapis.com/action_log.PostItemInfo,wYsGlyaf,17,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۶,True
18,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s101.divarcdn.com/static/thumbnails/1672238880/wYsWyRwc.webp', 'type': 'image/webp'}, {'src': 'https://s101.divarcdn.com/static/thumbnails/1672238880/wYsWyRwc.jpg', 'type': 'image/jpeg'}]",14,۴۶متر,True,,"۱,۴۷۰,۰۰۰,۰۰۰ تومان",پریروز در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYsWyRwc,۴۶متر,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYsWyRwc,type.googleapis.com/action_log.PostItemInfo,wYsWyRwc,18,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۱۴,True
19,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s100.divarcdn.com/static/thumbnails/1672318547/wYhaIVj3.webp', 'type': 'image/webp'}, {'src': 'https://s100.divarcdn.com/static/thumbnails/1672318547/wYhaIVj3.jpg', 'type': 'image/jpeg'}]",9,46 م آپارتمان/بازسازی شده/ایران،سرگرد محبی,False,,"۱,۳۵۰,۰۰۰,۰۰۰ تومان",مشاور املاک در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYhaIVj3,46 م آپارتمان/بازسازی شده/ایران،سرگرد محبی,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYhaIVj3,type.googleapis.com/action_log.PostItemInfo,wYhaIVj3,19,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۹,True
20,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s100.divarcdn.com/static/thumbnails/1672230121/wYeWLJys.webp', 'type': 'image/webp'}, {'src': 'https://s100.divarcdn.com/static/thumbnails/1672230121/wYeWLJys.jpg', 'type': 'image/jpeg'}]",5,۶۸متر/باامکانات/آهنگ/ خ تمدن,False,,"۲,۱۸۰,۰۰۰,۰۰۰ تومان",مشاور املاک در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYeWLJys,۶۸متر/باامکانات/آهنگ/ خ تمدن,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYeWLJys,type.googleapis.com/action_log.PostItemInfo,wYeWLJys,20,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۵,True
21,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s100.divarcdn.com/static/thumbnails/1672220749/wYgeRm6R.webp', 'type': 'image/webp'}, {'src': 'https://s100.divarcdn.com/static/thumbnails/1672220749/wYgeRm6R.jpg', 'type': 'image/jpeg'}]",9,۴۰متر/خ گوته/تک واحدی/آسانسور,True,,"۱,۶۹۰,۰۰۰,۰۰۰ تومان",مشاور املاک در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYgeRm6R,۴۰متر/خ گوته/تک واحدی/آسانسور,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYgeRm6R,type.googleapis.com/action_log.PostItemInfo,wYgeRm6R,21,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۹,True
22,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s100.divarcdn.com/static/thumbnails/1672192244/wYr-2Ork.webp', 'type': 'image/webp'}, {'src': 'https://s100.divarcdn.com/static/thumbnails/1672192244/wYr-2Ork.jpg', 'type': 'image/jpeg'}]",9,آپارتمان بیگلو تهرانی,True,,"۶,۸۵۰,۰۰۰,۰۰۰ تومان",۳ روز پیش در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYr-2Ork,آپارتمان بیگلو تهرانی,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYr-2Ork,type.googleapis.com/action_log.PostItemInfo,wYr-2Ork,22,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۹,True
23,POST_ROW,type.googleapis.com/widgets.PostRowData,"[{'src': 'https://s100.divarcdn.com/static/thumbnails/1672336835/wYqeN3z3.webp', 'type': 'image/webp'}, {'src': 'https://s100.divarcdn.com/static/thumbnails/1672336835/wYqeN3z3.jpg', 'type': 'image/jpeg'}]",7,اپارتمان ۶۱ متری ابشار,True,,"۱,۸۵۰,۰۰۰,۰۰۰ تومان",۳ روز پیش در آبشار,,VIEW_POST,type.googleapis.com/widgets.ViewPostPayload,wYqeN3z3,اپارتمان ۶۱ متری ابشار,آبشار,تهران,آپارتمان,type.googleapis.com/base.VerticalInfo,2,,False,False,,,,[],UNKNOWN,False,True,False,wYqeN3z3,type.googleapis.com/action_log.PostItemInfo,wYqeN3z3,23,SEARCH,PAGE,POST_LIST_PAGE,type.googleapis.com/action_log.PostItemInfo.SearchExtraData,apartment-sell,['992'],['1'],1672140914847939,False,POST_ITEM,True,https://s100.divarcdn.com/static/imgs/widget-icons/dark/white_primary/camera.png,https://s100.divarcdn.com/static/imgs/widget-icons/light/white_primary/camera.png,CAMERA,WHITE_PRIMARY,۷,True
