answers,link,questions
"1 ||Margaret Pole (niece of Edward IV and Richard III).||2|| Kidney transplant.||3|| Holding cloth on a tenter frame.||4|| Mary Seacole (autobiography).||5|| Buccaneers (from boucan).||6|| Thames River (in New London, Connecticut)||7|| Jesus’s foreskin.||8|| NeXT.||9|| Languages on the Rosetta stone.||10|| Hits for acts with military ranks: Major Lazer; Captain Sensible; Commodores; Lieutenant Pigeon.||11|| Script abbreviations: background; closeup; exterior; interior; long shot; point of view; voiceover; zoom in.||12|| Cabbage varieties.||13|| Birthplaces of James Bond actors Sean Connery; George Lazenby; Roger Moore; Timothy Dalton; Pierce Brosnan; Daniel Craig.||14|| English football’s maximum wage.||15|| Magpie rhyme (one for sorrow; joy; girl; boy; silver; gold).",https://www.theguardian.com/lifeandstyle/2021/apr/03/which-pirates-were-named-after-a-type-of-barbecue-the-weekend-quiz,"1 ||Which 67-year-old, a niece of two kings, was executed in 1541?||2|| What is the most common organ transplant?||3|| What were tenterhooks originally used for?||4|| Who wrote about her Wonderful Adventures… In Many Lands?||5|| Which pirates were named after a type of barbecue?||6|| The Harvard-Yale boat race takes place on what river?||7|| What religious relic was the Holy Prepuce?||8|| Steve Jobs ran which company from 1985-97?||What links:||9 ||Egyptian hieroglyphics; Demotic Egyptian; Ancient Greek?||10|| Cold Water; Happy Talk; Three Times A Lady; Mouldy Old Dough?||11|| BG; CU; EXT; INT; LS; POV; VO; ZI?||12|| Cannonball; Hispi; January King; Napa; Savoy?||13|| Edinburgh; Goulburn, New South Wales; Stockwell; Colwyn Bay; Drogheda; Chester?||14|| £20 a week; £17 a week in the summer (until 1961)?||15|| Unhappiness; happiness; female child; male child; Ag; Au?"
"1|| Wizard of Oz.||2|| Women’s Social and Political Union.||3|| Raising of Lazarus.||4|| Nigeria (est. 206 million).||5|| Cider (1763).||6|| Cakes in the Great British Bake Off.||7|| Won in 1975 under a pseudonym.||8|| Nightjar (caprimulgus).||9|| Shades of snooker colours: yellow, green, brown, blue, pink and black.||10|| Designed by Barnes Wallis.||11|| Home football stadiums named after Diego Maradona.||12|| Nobel Peace Prize winners under arrest at the time of the award: Germany; Burma; China.||13|| Films set in Alaska.||14 ||New World monkeys.||15|| Rationing introduced.",https://www.theguardian.com/lifeandstyle/2021/jan/16/which-miracle-was-performed-in-bethany-the-weekend-quiz,"1|| Who was actually a balloonist from Omaha, Nebraska?||2|| Founded in 1903, what was the WSPU?||3|| Which miracle was performed in Bethany?||4|| What is Africa’s most populous country?||5|| Lord Bute’s government provoked riots with a tax on what drink?||6|| What are illustrated on TV by Tom Hovey?||7|| Against the rules, how did Romain Gary win the Prix Goncourt twice?||8|| Which bird’s scientific name means “goat milker”?||What links:||9|| Jonquil; Lincoln; tan; sapphire; coral; jet?||10|| R100 airship; Upkeep, Tallboy and Grand Slam bombs?||11|| Argentinos Juniors and SSC Napoli (since December)?||12|| Carl von Ossietzky; Aung San Suu Kyi; Liu Xiaobo?||13|| Insomnia; Into the Wild; Grizzly Man; The Grey; Hold the Dark?||14|| Squirrel; spider; howler; tamarin; capuchin?||15|| Petrol, 1939; clothes, 1941; soap, 1942; bread, 1946?"
1|| Portmanteau words (in Lewis Carroll’s Through The Looking-Glass).||2|| Norman Scott.||3|| Lake District and the Yorkshire Dales.||4|| Abdullah II of Jordan.||5|| Eardrum (myringa).||6|| Jacques Cousteau.||7|| (Women’s) boxing.||8|| Karst.||9|| Civilian settlements in Antarctica.||10|| TV series that share their titles with songs: Destiny’s Child; Red Hot Chili Peppers; the Kinks; Buddy Holly; David Bowie.||11|| Excommunicated monarchs.||12|| Mythical sea monsters: Greek; Jewish; Norse.||13|| Countries with rupee (or variant spelling) as the currency.||14|| First four Carry On films.||15|| Discovery locations that gave their name to early hominins.,https://www.theguardian.com/lifeandstyle/2021/jan/23/which-national-parks-are-separated-by-the-m6-the-weekend-quiz,1|| Slithy and mimsy are the first examples of what words?||2|| Rinka the great dane was whose ill-fated pet?||3|| Which national parks are separated by the M6?||4|| Which king is said to be a 41st-generation direct descendant of Muhammad?||5|| The tympanic membrane is another name for what?||6|| Which French explorer travelled on the Calypso?||7|| “Battling” Barbara Buttrick was a pioneer in which sport?||8|| What type of limestone landscape is named after part of Slovenia?||What links:||9|| Chile’s Villa Las Estrellas and Argentina’s Esperanza Base?||10|| Survivor; Californication; Come Dancing; Heartbeat; Life On Mars?||11|| John (1209); Henry VIII (1538); Elizabeth I (1570)?||12|| Scylla; Leviathan; Kraken; Jörmungandr?||13|| India; Indonesia; Maldives; Mauritius; Nepal; Pakistan; Seychelles; Sri Lanka?||14|| Sergeant; Nurse; Teacher; Constable?||15|| Heidelberg; Flores; Luzon; Denisova?
"1 ||Mary, Queen of Scots (Katharine in 1936 film and James Hepburn, third husband).||2 ||David Hockney’s Mr and Mrs Clark and Percy.||3|| US’s first transcontinental railroad.||4|| MB (abbreviations of units of data storage: bit, byte, kilobyte, megabyte).||5|| Severe altitude sickness.||6|| Lymeswold.||7|| Gog and Magog.||8|| Humboldt Current.||9|| Poker variants.||10|| Released multiple self-titled albums.||11|| Location of the Crystal Palace.||12|| Parliaments of Estonia; Latvia; Lithuania.||13|| Words from Nahuatl (Aztec language).||14|| Female US Olympic skiing champions.||15|| BBC radio changes in 1967: Light Programme replaced by Radios 1 and 2; Third Programme by Radio 3; Home Service by Radio 4.",https://www.theguardian.com/lifeandstyle/2021/jan/30/which-giants-are-the-guardians-of-the-city-of-london-the-weekend-quiz,"1 ||Who was played on film by a Hepburn and married to one in real life?||2|| The white cat Blanche was misnamed in which painting?||3|| What was completed at Promontory Summit, Utah in 1869?||4|| What comes next: b, B, kB… ?||5|| Gamow bags are used to treat what condition?||6|| What was launched in 1982 as the “first new English cheese in 200 years”?||7|| Which giants are guardians of the City of London?||8|| Which ocean current flows along the west coast of South America?||What links:||9|| Pineapple; Omaha; Razz; Badugi; HORSE?||10|| Peter Gabriel; Chicago; Led Zeppelin; Van Halen?||11|| Hyde Park (1851-52); Sydenham Hill (1852-1936)?||12|| Riigikogu; Saeima; Seimas?||13|| Avocado; axolotl; chili; chocolate; ocelot; tomato?||14|| Andrea Lawrence; Picabo Street; Lindsey Vonn; Mikaela Shiffrin?||15|| Light by 1 & 2; Third by 3; Home by 4?"
1|| Beethoven.||2|| Canal boats.||3|| Sarah Siddons.||4|| Maltese.||5|| Simone Biles.||6|| Coral (it eats it).||7|| Vichy France.||8|| Hereford.||9|| Pony Express mail service.||10|| Locations of English courses that host Open golf tournament.||11|| Masked musicians.||12 ||Current models of Rolls-Royce cars.||13|| Played ||Catherine the Great: The Scarlet Empress|| film; Catherine the Great miniseries; The Great TV series.||14|| Facebook reactions.||15|| Died in office: George Canning & Lord Palmerston; Kingsley Wood & Iain Macleod; Anthony Crosland.,https://www.theguardian.com/lifeandstyle/2021/feb/06/helen-mirren-marlene-dietrich-the-weekend-quiz,"1|| Which composer carried around “conversation books”?||2|| What are lifted by the Falkirk Wheel?||3|| Who was painted by Joshua Reynolds as the tragic muse?||4|| Which EU language developed from Sicilian Arabic?||5|| Which gymnast won four golds at the Rio Olympics?||6|| What is threatened by the crown-of-thorns starfish?||7|| Sigmaringen, Germany, became whose capital in exile in 1944?||8|| Which cathedral is home to the Mappa Mundi?||What links:||9|| St Joseph, Missouri and Sacramento, California, in 1860-61?||10|| Southport; Sandwich; Hoylake; Lytham St Annes?||11|| MF Doom; Pussy Riot; Slipknot; Lordi; The Residents?||12|| Dawn; Cullinan; Ghost; Wraith; Phantom?||13|| Marlene Dietrich; Helen Mirren; Elle Fanning?||14|| Like; love; haha; wow; sad; angry; care?||15|| PM (1827 & 1865); chancellor (1943 & 1970); foreign secretary (1977)?"
1|| Alexander the Great (Alexandria Bucephalous).||2 ||Dipper.||3|| Supercilious.||4|| Nepal.||5|| Fort Boyard.||6|| The Man Who Shot Liberty Valance.||7|| Fourth plinth in Trafalgar Square.||8|| Tea For Two.||9|| Born in Plymouth.||10|| One shoe: lost slipper at the ball; in Diddle Diddle Dumpling rhyme; wearing one sandal in Greek myth.||11|| Add “town” to make capital cities: Barbados; Sierra Leone; Guyana; St Vincent.||12|| Title characters in Puccini operas: La Fanciulla del West; Tosca; Turandot; Madama Butterfly.||13|| Inuit words used in English.||14|| Most successful women’s and men’s doubles partnerships in tennis Open era (20 and 16 grand slams).||15|| Names attached to honorary Oscars.,https://www.theguardian.com/lifeandstyle/2021/jan/09/who-founded-a-city-in-memory-of-his-horse-the-weekend-quiz,"1|| Who founded a city in memory of his horse?||2|| What is the UK’s only aquatic songbird?||3|| What word meaning haughty comes from the Latin for eyebrow?||4|| Yeti Airlines is based in which country?||5|| Which game show took place in a French naval defence?||6|| “When the legend becomes fact, print the legend” comes from which film?||7|| Where is Heather Phillipson’s sculpture THE END?||8|| Shostakovich’s Tahiti Trot is an arrangement of which song?||What links:||9|| William Bligh; Robert Falcon Scott; Michael Foot; Tom Daley?||10|| Cinderella; my son John; Jason, according to a prophecy?||11|| Bridge; Free; George; Kings?||12|| American saloon owner; Italian singer; Chinese princess; Japanese girl?||13|| Anorak; kayak; igloo?||14|| Martina Navratilova & Pam Shriver; Bob & Mike Bryan?||15|| Irving G Thalberg; Gordon E Sawyer; Jean Hersholt?"
"1|| WH Auden.||2 ||Vanessa and Lynn Redgrave.||3 ||North/Central and South America (Panama/Colombia).||4 ||Brother, Can You Spare A Dime?||5 ||Chinese Communist party (central committee).||6 ||Edward VIII.||7 ||Transit of Venus (observed by Cook, Banks etc).||8 ||Amen.||9 ||Burials in the Valley of the Queens near Luxor (tomb designation).||10 ||Degrees within the Freemasons.||11 ||Rivers giving their names to Yorkshire Dales.||12 ||Grand Old: GO Man; GO party; GO team in pre-match song; (commanded by) GO Duke of York.||13 ||Bands including couples as members.||14 ||Venues for Muhammad Ali’s professional defeats: Joe Frazier; Ken Norton; Leon Spinks and Larry Holmes; Trevor Berbick.||15 ||Mythical sunken cities/lands.",https://www.theguardian.com/lifeandstyle/2020/oct/03/which-land-masses-are-separated-by-the-darien-gap-the-weekend-quiz,"1|| Which poet said: “My face looks like a wedding cake left out in the rain”?||2|| Which sisters were Oscar-nominated for best actress in 1967?||3|| The Darién Gap separates which land masses?||4 ||Which Great Depression anthem was a plea for 10 cents?||5 ||The People’s Daily is the official newspaper of which body?||6 ||Who was the Queen’s Uncle David?||7 ||What was observed from Tahiti on 3 June 1769?||8 ||What is the last word in the King James Bible?||What links:||9 ||Sitre (QV38); Tyti (QV52); Nefertari (QV66); Henutmire (QV75)?||10 ||Entered apprentice; fellow craft; master mason?||11 ||Aire; Nidd; Ribble; Swale; Wharfe?||12 ||William Gladstone; US Republicans; Celtic; 10,000 men?||13 ||Talking Heads; Blondie; Wings; Fleetwood Mac?||14 ||New York; San Diego; Las Vegas, twice; Nassau, finally?||15 ||Ys; Lyonesse; Atlantis; Lemuria?"
"1|| Jeff Koons (record for a living artist).||2 ||Anthropocene.||3|| Malala Yousafzai (PPE, Oxford).||4 ||Brecon Beacons.||5|| Raphael Holinshed.||6|| Donald Trump.||7|| Wren.||8|| Ten-gallon hat (holds around three quarts).||9|| Equine names: Crazy Horse; Steed in The Avengers; Megan Thee Stallion; pony.||10|| Nicknames of parliaments (held 1376-1388).||11|| Recent retellings of Greek myths: Madeline Miller; Colm Tóibín; Margaret Atwood; Natalie Haynes.||12|| Real people on food and drink branding: Captain Morgan rum; Wendy’s; KFC.||13|| Culinary knife cuts.||14|| Stations of the Cross.||15|| No 1 hits in which the title is not mentioned in the lyrics: Bowie; Adamski; Righteous Brothers et al; Queen.",https://www.theguardian.com/lifeandstyle/2021/jan/02/which-bird-was-on-the-farthing-coin-the-weekend-quiz,1|| Whose Rabbit sculpture sold for $91m?||2|| What term for the current geological epoch was coined in 2000?||3|| Which Nobel Prize winner graduated last June?||4|| Which national park is named after Pen y Fan and its neighbours?||5|| Whose Chronicles was the main source for Shakespeare’s history plays?||6|| Peter Costanzo infamously introduced whom to Twitter?||7|| Which bird used to be on the farthing coin?||8|| What hat only has 7.5% of its nominal capacity?||What links:||9|| Oglala Sioux leader; Patrick Macnee; rapper Megan Pete; £25?||10|| Good; Bad; Wonderful; Merciless?||11|| Circe; House of Names; The Penelopiad; A Thousand Ships?||12|| Sir Henry Morgan; Melinda Lou Thomas; Harland Sanders?||13|| Chiffonade; brunoise; julienne; allumette; batonnet?||14|| Condemned (1); meets mother (4); nailed on cross (11); laid in tomb (14)?||15|| Space Oddity; Killer; Unchained Melody; Bohemian Rhapsody?
"1|| Wifi (name origin, coined by Interbrand). ||2 ||Mughal emperors. ||3|| Madagascar. ||4|| Scrabble board (10 points). ||5 ||Stevie Smith (born Florence Margaret Smith). ||6 ||Ouroboros. ||7 ||Lake District. ||8 ||Manga. ||9 ||Known as The Butcher of…: Bilbao (footballer); Broadway (critic); the Somme (general). ||10 ||Mothers of King James I (birth year): of Scotland; of England. ||11 ||Yoga poses. ||12 ||Extreme points of (mainland) Ireland: N; E; S; W. ||13 ||Dog breeds: boxer; Dalmatian; Chihuahua; Beagle. ||14 ||Postcodes of cricket grounds: Lords; Oval; Edgbaston; Old Trafford; Headingley; Trent Bridge. ||15 ||Deaths of historical figures (painted by).",https://www.theguardian.com/lifeandstyle/2020/oct/31/what-links-nicola-adams-and-darwins-ship-the-weekend-quiz,1|| What was “catchier than IEEE 802.11b Direct Sequence”? ||2|| Which rulers sat on the Peacock Throne? ||3|| The cat-like fossa is the largest carnivore on which island? ||4|| Where does A+B+C+D+E = Q? ||5 ||Which poet was nicknamed after the jockey Steve Donoghue? ||6 ||A serpent eats its own tail in which ancient symbol? ||7 ||Which UK national park is a Unesco world heritage site? ||8 ||What Japanese art form’s name means “pictures run riot”? ||What links: ||9|| Andoni Goikoetxea; Frank Rich; Douglas Haig? ||10 ||Annabella Drummond (1394) and Mary Queen of Scots (1566)? ||11 ||Mountain; tree; cobra; warrior; half lord of the fishes? ||12 ||Banba’s Crown; Burr Point; Brow Head; Dunmore Head? ||13 ||Nicola Adams; Split native; biggest Mexican state; Darwin’s ship? ||14 ||NW8; SE11; B5; M16; LS6; NG2? ||15 ||Chatterton (Wallis); Marat (David); Nelson and Wolfe (West); Gordon (Joy)?
"1|| Men of ancient Sparta. ||2|| Rubik’s cube (world record). ||3 ||Swiss Alps (Eiger, Mönch and Jungfrau mountains). ||4|| Tonic sol-fa. ||5 ||Harrogate Town. ||6 ||Pont du Gard. ||7 ||Greenland shark.||8 ||Brigitte Bardot (by Serge Gainsbourg). ||9 ||Played “fingers” on screen: Goldfinger; Bowfinger; Littlefinger (Game Of Thrones). ||10 ||Heirs to European thrones: Spain; Netherlands; Sweden; Belgium. ||11 ||North Sea oil and gas fields. ||12 ||Unfinished classical works. ||13 ||Capitals of US states admitted to the Union in the 20th century: Oklahoma; New Mexico; Arizona; Alaska; Hawaii. ||14 ||Alpine ski race abbreviations: downhill; super-G; giant slalom; slalom; alpine combined. ||15 ||The Fall: wrote novel; sang in band; starred in TV drama.",https://www.theguardian.com/lifeandstyle/2020/oct/10/where-does-an-ogre-stand-near-a-monk-and-a-maiden-the-weekend-quiz,1|| What group was|| ||told “shave your moustache and obey the laws”?||2|| What did Yusheng Du solve in 3.47 seconds? ||3 ||Where does an ogre stand near a monk and a maiden? ||4|| What form of music notation was invented by Sarah Glover? ||5|| Which Football League newcomers are the Sulphurites? ||6|| What famously carried water to Roman Nîmes? ||7 ||Which shark is the longest-living vertebrate? ||8 ||Je T’aime… Moi Non Plus was originally written for whom? ||What links: ||9 ||Gert Fröbe; Steve Martin; Aidan Gillen? ||10 ||Leonor; Catharina-Amalia; Victoria; Elisabeth? ||11 ||Troll; Oseberg; Ekofisk; Brent; Forties? ||12 ||Bach’s Art of Fugue; Mozart’s Requiem; Schubert’s 8th Symphony; Puccini’s Turandot? ||13 ||Oklahoma City; Santa Fe; Phoenix; Juneau; Honolulu? ||14 ||DH; SG; GS; SL; AC (in winter sports)? ||15 ||Albert Camus; Mark E Smith; Gillian Anderson?
"1 ||Marlee Matlin (best actress, Children Of A Lesser God). ||2 ||1650s (1655-57). ||3|| Most haunted house in England (according to psychic researcher Harry Price). ||4 ||Pineal. ||5 ||River Plate. ||6 ||Manchester United and Liverpool. ||7 ||Cú Chulainn. ||8 ||Reindeer/caribou. ||9|| Start and end points of Lewis and Clark’s expedition. ||10 ||Dedicatees of Elgar’s Enigma Variations: Ysobel; Troyte; Nimrod; CAE. ||11 ||David Blaine stunts. ||12 ||Fluke. ||13 ||Smaller wild cats of South and Central America. ||14 ||Double letter i: shiitake; skiing; Pompeii; Hawaii. ||15 ||Literary characters killed by trains: Anna Karenina; The Prime Minister; Dombey and Son.",https://www.theguardian.com/lifeandstyle/2020/oct/17/what-links-a-worm-and-a-whales-tail-the-weekend-quiz,"1|| Who gave her 1987 Oscar acceptance speech in sign language? ||2|| In what decade was England ruled by major-generals? ||3|| Borley Rectory in Essex was once infamous as what? ||4|| Which gland secretes melatonin? ||5 ||Which estuary is formed by the Paraná and Uruguay rivers? ||6 ||Phil Chisnall in 1964 was the last transfer between which football clubs? ||7 ||Sétanta was the birth name of which mythical hero? ||8 ||What is the only female deer to typically grow antlers? ||What links: ||9 ||Camp Dubois, Illinois, and Fort Clatsop, Oregon (1804-06)? ||10 ||Isabel Fitton; Arthur Griffith; August Jaeger; Caroline Elgar? ||11 ||Ascension; Electrified; Above The Below; Vertigo; Buried Alive? ||12 ||Parasitic worm; part of an anchor or whale’s tail; stroke of luck? ||13 ||Kodkod; margay; oncilla; ocelot; jaguarundi? ||14 ||Japanese mushroom; Nordic or Alpine; buried in AD79; US island state? ||15 ||Tolstoy’s Anna Karenina; Trollope’s Ferdinand Lopez; Dickens’ James Carker?"
1 ||Banquo (in Macbeth).||2 ||Cuba.||3 ||Ruth Bader Ginsburg.||4 ||Cuckoos (and other brood parasites).||5|| Novelist Elizabeth Taylor (1912-75).||6|| Las Vegas Raiders (formerly Oakland Raiders).||7 ||Graphics interchange format.||8 ||Alexander Borodin.||9 ||North Sea (and Thames estuary) sandbanks.||10 ||Brothers of Napoleon Bonaparte (and their kingdoms).||11 ||Recent chief cashiers of the Bank of England.||12 ||John/Jon Snows: 19th-century doctor; 1960s/70s cricketer; presented Channel 4 news since 1989; in Game Of Thrones.||13 ||Iron curtain (according to Churchill’s 1946 speech).||14 ||Winning distances in horse races.||15 ||Penguins named after them: Adélie; Magellanic; Humboldt.,https://www.theguardian.com/lifeandstyle/2020/oct/24/which-russian-composer-was-a-chemistry-professor-the-weekend-quiz,"1 ||Who was the original ghost at the feast?||2 ||Where is the Henry Reeve International Medical Brigade from?||3 ||Who was nicknamed the Notorious RBG?||4 ||Which wild birds never meet their parents?||5 ||The Other Elizabeth Taylor was a biography of whom?||6 ||Which NFL team plays in Paradise, Nevada?||7 ||What does the acronym GIF stand for?||8 ||Which Russian composer was a chemistry professor?||What links:||9|| Nore; Cleaver; Dogger; Hammond’s Knoll?||10|| Joseph of Naples & Spain; Louis of Holland; Jérôme of Westphalia?||11 ||Sarah John; Victoria Cleland; Chris Salmon; Andrew Bailey?||12 ||Cholera pioneer; fast bowler; C4 news; northern bastard?||13 ||Stettin and Trieste?||14 ||Nose; short head; head; neck?||15 ||Adèle Dumont d’Urville; Ferdinand Magellan; Alexander von Humboldt?"
"1|| Francis Ford Coppola (Apocalypse Now). ||2|| Sappho. ||3|| Synchronised swimming, officially renamed artistic swimming in 2017. ||4|| Brazil (Tropic of Capricorn). ||5|| Kaiser Wilhelm II and Tsar Nicholas II. ||6|| Solar wind. ||7|| Island of Patmos. ||8|| This American Life. ||9|| Cathedral towns in England. ||10|| Number of members in lower house of legislature: Bundestag; House of Commons; Lok Sabha; House of Representatives. ||11|| Hairstyle inventors: Marcel wave; the beehive; the Rachel. ||12|| Animals named after places in Kent: Sandwich tern; Dartford warbler; Dover sole. ||13|| First women in space: USSR; US; UK; China. ||14|| UK recording studios (past and present). ||15|| Cluedo murder weapons: Candlestick (Park); Revolver; Rope; lead (piping).",https://www.theguardian.com/lifeandstyle/2020/sep/19/what-was-the-first-pulitzer-winning-podcast-the-weekend-quiz,"1|| Who said “My film is not about Vietnam, it is Vietnam”? ||2|| Plato called which poet the 10th Muse? ||3|| What was synchronised, but is now artistic? ||4|| What is the only country crossed by the equator and a “tropic”? ||5|| Who conducted the Willy-Nicky correspondence? ||6|| Which wind was predicted by Eugene Parker? ||7|| Where did the visions in the Book of Revelation take place? ||8|| What was the first podcast to win a Pulitzer prize? ||What links: ||9|| Blackburn; Bury St Edmunds; Guildford; Rochester; Southwell? ||10|| Germany (709); UK (650); India (545); US (435)? ||11|| Marcel Grateau; Margaret Vinci Heldt; Chris McMillan? ||12|| Garden of England and a tern, warbler and sole?||13 ||Valentina Tereshkova; Sally Ride; Helen Sharman; Liu Yang? ||14|| The Manor; Morgan; Ridge Farm; Rockfield; Strawberry? ||15|| Old San Francisco stadium; 1966 Beatles album; 1948 Hitchcock film; Pb?"
"1|| Mary Queen of Scots.||2|| West Germany’s win in the 1954 World Cup.||3|| Wombat.||4|| Etna.||5|| Captain Swing.||6|| Esperanto.||7|| Nails.||8|| Death Valley, California.||9|| Pre-decimal currency: (Ezra) Pound; (David) Shilling; (Mike) Pence.||10|| Crosby, Stills, Nash & Young (former groups).||11|| Scandals given “-gate” suffix: Billy Carter; arms to Iran; Harlequins rugby; New England Patriots; VW emission tests.||12|| Moths.||13|| M4 motorway.||14|| Lines in palmistry.||15|| Fictional old Etonians.",https://www.theguardian.com/lifeandstyle/2020/sep/26/what-was-footballs-miracle-of-bern-the-weekend-quiz,"1|| Whose body was moved from Peterborough to Westminster Abbey in 1612?||2|| What was football’s Miracle of Bern?||3|| Which marsupial is the world’s largest burrowing animal?||4|| Which mountain is said to be named from the Greek for “I burn”?||5|| Who was the purported leader of rural riots in 1830?||6|| A denaskulo is a rare native speaker of what language?||7|| OPI founder Suzi Weiss-Fischmann is known as the first lady of what?||8|| Where was a temperature of 54.4°C recorded in August?||What links:||9|| The Cantos poet; Royal Ascot milliner; US VP?||10|| The Byrds; Buffalo Springfield; the Hollies?||11|| Billy; Iran; Blood; Deflate; Diesel?||12|| Chimney sweeper; angle shades; silver Y; vapourer?||13|| Chiswick and Pont Abraham, Carmarthenshire?||14|| Heart; Head; Life; Sun; Mercury; Fate?||15|| Mark Darcy; Bertie Wooster; James Bond; Captain Hook?"
"1 ||Flodden (1513). ||2|| Mary Wollstonecraft. ||3|| Bread and beer/wine (yeast). ||4|| In space (Mir and ISS). ||5|| Measure for Measure. ||6|| Bernard Weatherill. ||7|| Nando’s. ||8 ||Faslane. ||9 ||Families in the original Happy Families game. ||10|| Gave their names to fruits: Clementine; Cavendish banana; Granny Smith apple; Bramley apple. ||11 ||Great Wall of China (east to west, Ming dynasty wall). ||12|| Types of squid. ||13 ||Fictional worlds created by the young Brontë siblings. ||14 ||VW models: Touareg (Tuareg people); Atlas; Golf; Polo. ||15 ||Birthplaces of wartime Big Three: Churchill; Roosevelt; Stalin.",https://www.theguardian.com/lifeandstyle/2020/nov/07/which-battlefield-has-a-visitor-centre-in-a-phone-box-the-weekend-quiz,"1|| Which Anglo-Scottish battlefield has a visitor centre in a phone box? ||2|| Mary is which Mary’s only completed novel? ||3 ||What is ||Saccharomyces cerevisiae|| used to make? ||4|| Where did Gennady Padalka spend a record 879 days? ||5 ||Which Shakespeare play is set in Austria? ||6 ||Who was the last Commons speaker to wear a wig? ||7 ||Which restaurant chain began in 1987 in Johannesburg? ||8|| HM Naval Base Clyde is better known as what? ||What links: ||9|| Block; Bones; Bun; Bung; Chip; Dip (and five more)? ||10|| Clément Rodier; William Cavendish; Maria Ann Smith; Matthew Bramley? ||11 ||Mount Hu, Liaoning and Jiayu Pass, Gansu? ||12 ||Humboldt; Japanese flying; cock-eyed; giant; colossal? ||13|| Glass Town; Angria; Gondal? ||14|| Saharan nomads; map book; club and ball sport; horseback sport? ||15|| Blenheim Palace; Hyde Park, New York; Gori, Russian Empire?"
What links: ||9|| Charles III; William V; George VII; Charlotte I? ||10|| Line; bar; pie; scatter; spider? ||11 ||Spithead and Nore in 1797; Invergordon in 1931? ||12|| New Orleans tram; collection of animal figurines; Brick’s wife Maggie? ||13|| Lima; Baghdad; Tehran; Bamako; Muscat; Havana? ||14 ||The Beach Boys; Kings of Leon; Bee Gees; Haim? ||15|| Nancy Astor; Margaret Wintringham; Margaret Bondfield and two others?,https://www.theguardian.com/lifeandstyle/2020/dec/05/what-links-line-bar-pie-scatter-and-spider-the-weekend-quiz,1|| Who was the first named Native American on a US stamp? ||2 ||Which archipelago is at the mouth of Galway Bay? ||3|| The Pythia was the priestess at which ancient site?||4 ||Who died hours after the 33rd performance of Carmen? ||5|| Which dog has Pembroke Welsh and Cardigan Welsh breeds? ||6|| Where did the Joseon dynasty rule for more than 500 years? ||7|| Which portrait was stolen in 1961 as a protest against the TV licence fee? ||8 ||When was English cricket’s summer of four captains? 
"1|| Eva Marie Saint.||2|| Turnstone.||3|| We Can Do It! (Rosie the Riveter).||4|| China.||5|| Gene Simmons (from Kiss).||6|| Queen’s Park FC (1867).||7|| Lonrho (Tiny Rowland).||8|| Mercury and bromine.||9|| Mule: offspring of male donkey and female horse; mule shoe; invented spinning mule; partnered Muffin the Mule on TV.||10|| Musical “kings”: Waltz King; March King; King of Swing; the King (of Rock’n’roll).||11|| Number of known moons of planets, in order from Sun: Mercury; Venus; Earth; Mars; Jupiter; Saturn.||12|| Google search tools.||13|| London palaces destroyed by fire.||14|| South African diamond mines.||15|| Comedy double acts (real names): Morecambe & Wise; Little & Large; Cannon & Ball.",https://www.theguardian.com/lifeandstyle/2020/dec/12/what-did-ted-heath-call-the-unacceptable-face-of-capitalism-the-weekend-quiz,"1|| Who gave birth two days after winning an Oscar for On The Waterfront?||2|| Which bird is named for its pebble-flipping behaviour?||3|| Naomi Parker inspired which US wartime poster?||4|| In what country is East Turkestan?||5|| Which rock star’s autobiography was called Kiss And Make-Up?||6|| What is Scotland’s oldest football club?||7|| What did Ted Heath call the “unacceptable face of capitalism”?||8|| Which two elements are liquids at standard temperature and pressure?||What links:||9|| Jack and mare; backless shoe; Samuel Crompton; Annette Mills?||10|| Johann Strauss II; John Philip Sousa; Benny Goodman; Elvis Presley?||11|| 1||st|| (0); 2||nd|| (0); 3||rd|| (1); 4||th|| (2); 5||th|| (79); 6||th|| (82)?||12|| Books; Images; News; Patents; Shopping?||13|| Savoy, 1381; Whitehall, 1698; Westminster, 1834?||14|| Venetia; Finsch; Koffiefontein; Cullinan; Kimberley?||15|| Bartholomew & Wiseman; Mead & McGinnis; Derbyshire & Harper?"
